state,action,q_value,last_action,debug
"('10', '4')_0.5_2_1",take_discard_3,0.0,g_79_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '4')_0.5_2_1",draw_deck_0,0.0,g_79_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '4')_0.5_2_1",draw_deck_1,0.0,g_79_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '4')_0.5_2_1",draw_deck_2,0.0,g_79_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '4')_0.5_2_1",draw_deck_3,0.0,g_79_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '4')_0.5_2_1",draw_deck_flip_0,0.0,g_79_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '4')_0.5_2_1",draw_deck_flip_1,0.0,g_79_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '4')_0.5_2_1",draw_deck_flip_2,0.0,g_79_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '4')_0.5_2_1",draw_deck_flip_3,0.0,g_79_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2', '4')_-7.5_K_2",take_discard_2,0.0,g_79_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', '4')_-7.5_K_2",take_discard_3,0.0,g_79_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', '4')_-7.5_K_2",draw_deck_1,0.0,g_79_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', '4')_-7.5_K_2",draw_deck_2,0.0,g_79_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', '4')_-7.5_K_2",draw_deck_3,0.0,g_79_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', '4')_-7.5_K_2",draw_deck_flip_1,0.0,g_79_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', '4')_-7.5_K_2",draw_deck_flip_2,0.0,g_79_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', '4')_-7.5_K_2",draw_deck_flip_3,0.0,g_79_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', '4', 'K')_-1.0_3_3",take_discard_3,0.0,g_79_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '2', '4', 'K')_-1.0_3_3",draw_deck_2,0.0,g_79_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '2', '4', 'K')_-1.0_3_3",draw_deck_3,0.0,g_79_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '2', '4', 'K')_-1.0_3_3",draw_deck_flip_2,0.0,g_79_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '2', '4', 'K')_-1.0_3_3",draw_deck_flip_3,0.0,g_79_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '3', '4', 'K')_-6.0_8_4",draw_deck_3,0.0,g_79_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '3', '4', 'K')_-6.0_8_4",draw_deck_flip_3,0.0,g_79_r_4: Q-learning agent took from discard and placed at position 4,{}
"('K', 'Q')_-7.0_8_1",take_discard_1,0.0,g_80_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'Q')_-7.0_8_1",take_discard_2,0.0,g_80_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'Q')_-7.0_8_1",take_discard_3,0.0,g_80_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'Q')_-7.0_8_1",draw_deck_0,0.0,g_80_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'Q')_-7.0_8_1",draw_deck_1,0.0,g_80_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'Q')_-7.0_8_1",draw_deck_2,0.0,g_80_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'Q')_-7.0_8_1",draw_deck_3,0.0,g_80_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'Q')_-7.0_8_1",draw_deck_flip_0,0.0,g_80_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'Q')_-7.0_8_1",draw_deck_flip_1,0.0,g_80_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'Q')_-7.0_8_1",draw_deck_flip_2,0.0,g_80_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'Q')_-7.0_8_1",draw_deck_flip_3,0.0,g_80_r_1: Q-learning agent took from discard and placed at position 1,{}
"('8', 'K', 'Q')_1.0_2_2",take_discard_2,0.0,g_80_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'K', 'Q')_1.0_2_2",take_discard_3,0.0,g_80_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'K', 'Q')_1.0_2_2",draw_deck_1,0.0,g_80_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'K', 'Q')_1.0_2_2",draw_deck_2,0.0,g_80_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'K', 'Q')_1.0_2_2",draw_deck_3,0.0,g_80_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'K', 'Q')_1.0_2_2",draw_deck_flip_1,0.0,g_80_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'K', 'Q')_1.0_2_2",draw_deck_flip_2,0.0,g_80_r_2: Q-learning agent took from discard and placed at position 2,{}
"('8', 'K', 'Q')_1.0_2_2",draw_deck_flip_3,0.0,g_80_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '8', 'K', 'Q')_4.5_J_3",take_discard_3,0.0,g_80_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '8', 'K', 'Q')_4.5_J_3",draw_deck_2,0.0,g_80_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '8', 'K', 'Q')_4.5_J_3",draw_deck_3,0.0,g_80_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '8', 'K', 'Q')_4.5_J_3",draw_deck_flip_2,0.0,g_80_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '8', 'K', 'Q')_4.5_J_3",draw_deck_flip_3,0.0,g_80_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '7', '7', 'J')_-10.0_10_3",take_discard_3,0.0,g_81_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '7', '7', 'J')_-10.0_10_3",draw_deck_2,0.0,g_81_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '7', '7', 'J')_-10.0_10_3",draw_deck_3,0.0,g_81_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '7', '7', 'J')_-10.0_10_3",draw_deck_flip_2,0.0,g_81_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '7', '7', 'J')_-10.0_10_3",draw_deck_flip_3,0.0,g_81_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '2', '7', '7')_-5.0_6_4",draw_deck_3,0.0,g_81_r_4: Q-learning agent took from discard and placed at position 4,{}
"('10', '2', '7', '7')_-5.0_6_4",draw_deck_flip_3,0.0,g_81_r_4: Q-learning agent took from discard and placed at position 4,{}
"('3', 'A')_0.0_A_2",take_discard_1,0.0,g_82_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', 'A')_0.0_A_2",take_discard_2,0.0,g_82_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', 'A')_0.0_A_2",draw_deck_0,0.0,g_82_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', 'A')_0.0_A_2",draw_deck_1,0.0,g_82_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', 'A')_0.0_A_2",draw_deck_2,0.0,g_82_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', 'A')_0.0_A_2",draw_deck_flip_0,0.0,g_82_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', 'A')_0.0_A_2",draw_deck_flip_1,0.0,g_82_r_2: Q-learning agent took from discard and placed at position 1,{}
"('3', 'A')_0.0_A_2",draw_deck_flip_2,0.0,g_82_r_2: Q-learning agent took from discard and placed at position 1,{}
"('A', 'A', 'A')_-4.0_3_4",draw_deck_1,0.0,g_82_r_4: Q-learning agent took from discard and placed at position 2,{}
"('A', 'A', 'A')_-4.0_3_4",draw_deck_flip_1,0.0,g_82_r_4: Q-learning agent took from discard and placed at position 2,{}
"('4', '6')_1.0_2_1",take_discard_1,0.0,g_83_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '6')_1.0_2_1",take_discard_2,0.0,g_83_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '6')_1.0_2_1",take_discard_3,0.0,g_83_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '6')_1.0_2_1",draw_deck_0,0.0,g_83_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '6')_1.0_2_1",draw_deck_1,0.0,g_83_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '6')_1.0_2_1",draw_deck_2,0.0,g_83_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '6')_1.0_2_1",draw_deck_3,0.0,g_83_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '6')_1.0_2_1",draw_deck_flip_0,0.0,g_83_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '6')_1.0_2_1",draw_deck_flip_1,0.0,g_83_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '6')_1.0_2_1",draw_deck_flip_2,0.0,g_83_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '6')_1.0_2_1",draw_deck_flip_3,0.0,g_83_r_1: Q-learning agent took from discard and placed at position 1,{}
"('2', '4', '6')_-5.0_8_2",take_discard_2,0.0,g_83_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '4', '6')_-5.0_8_2",take_discard_3,0.0,g_83_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '4', '6')_-5.0_8_2",draw_deck_1,0.0,g_83_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '4', '6')_-5.0_8_2",draw_deck_2,0.0,g_83_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '4', '6')_-5.0_8_2",draw_deck_3,0.0,g_83_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '4', '6')_-5.0_8_2",draw_deck_flip_1,0.0,g_83_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '4', '6')_-5.0_8_2",draw_deck_flip_2,0.0,g_83_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '4', '6')_-5.0_8_2",draw_deck_flip_3,0.0,g_83_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '4', '6', '8')_-7.5_K_3",take_discard_3,0.0,g_83_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '4', '6', '8')_-7.5_K_3",draw_deck_2,0.0,g_83_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '4', '6', '8')_-7.5_K_3",draw_deck_3,0.0,g_83_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '4', '6', '8')_-7.5_K_3",draw_deck_flip_2,0.0,g_83_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '4', '6', '8')_-7.5_K_3",draw_deck_flip_3,0.0,g_83_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '6', '8', 'K')_-3.0_5_4",draw_deck_3,0.0,g_83_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '6', '8', 'K')_-3.0_5_4",draw_deck_flip_3,0.0,g_83_r_4: Q-learning agent took from discard and placed at position 4,{}
"('6', 'K')_-6.0_K_1",take_discard_1,0.0,g_84_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'K')_-6.0_K_1",take_discard_2,0.0,g_84_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'K')_-6.0_K_1",take_discard_3,0.0,g_84_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'K')_-6.0_K_1",draw_deck_0,0.0,g_84_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'K')_-6.0_K_1",draw_deck_1,0.0,g_84_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'K')_-6.0_K_1",draw_deck_2,0.0,g_84_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'K')_-6.0_K_1",draw_deck_3,0.0,g_84_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'K')_-6.0_K_1",draw_deck_flip_0,0.0,g_84_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'K')_-6.0_K_1",draw_deck_flip_1,0.0,g_84_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'K')_-6.0_K_1",draw_deck_flip_2,0.0,g_84_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'K')_-6.0_K_1",draw_deck_flip_3,0.0,g_84_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'K', 'K')_-15.0_5_2",take_discard_2,0.0,g_84_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', 'K', 'K')_-15.0_5_2",take_discard_3,0.0,g_84_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', 'K', 'K')_-15.0_5_2",draw_deck_1,0.0,g_84_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', 'K', 'K')_-15.0_5_2",draw_deck_2,0.0,g_84_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', 'K', 'K')_-15.0_5_2",draw_deck_3,0.0,g_84_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', 'K', 'K')_-15.0_5_2",draw_deck_flip_1,0.0,g_84_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', 'K', 'K')_-15.0_5_2",draw_deck_flip_2,0.0,g_84_r_2: Q-learning agent took from discard and placed at position 2,{}
"('6', 'K', 'K')_-15.0_5_2",draw_deck_flip_3,0.0,g_84_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '6', 'K', 'K')_-14.0_4_3",take_discard_3,0.0,g_84_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '6', 'K', 'K')_-14.0_4_3",draw_deck_2,0.0,g_84_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '6', 'K', 'K')_-14.0_4_3",draw_deck_3,0.0,g_84_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '6', 'K', 'K')_-14.0_4_3",draw_deck_flip_2,0.0,g_84_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '6', 'K', 'K')_-14.0_4_3",draw_deck_flip_3,0.0,g_84_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '7')_-3.0_3_1",take_discard_1,0.0,g_85_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-3.0_3_1",take_discard_2,0.0,g_85_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-3.0_3_1",take_discard_3,0.0,g_85_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-3.0_3_1",draw_deck_0,0.0,g_85_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-3.0_3_1",draw_deck_1,0.0,g_85_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-3.0_3_1",draw_deck_2,0.0,g_85_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-3.0_3_1",draw_deck_3,0.0,g_85_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-3.0_3_1",draw_deck_flip_0,0.0,g_85_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-3.0_3_1",draw_deck_flip_1,0.0,g_85_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-3.0_3_1",draw_deck_flip_2,0.0,g_85_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '7')_-3.0_3_1",draw_deck_flip_3,0.0,g_85_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '3', '7')_-3.0_J_2",take_discard_2,0.0,g_85_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '3', '7')_-3.0_J_2",take_discard_3,0.0,g_85_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '3', '7')_-3.0_J_2",draw_deck_1,0.0,g_85_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '3', '7')_-3.0_J_2",draw_deck_2,0.0,g_85_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '3', '7')_-3.0_J_2",draw_deck_3,0.0,g_85_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '3', '7')_-3.0_J_2",draw_deck_flip_1,0.0,g_85_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '3', '7')_-3.0_J_2",draw_deck_flip_2,0.0,g_85_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '3', '7')_-3.0_J_2",draw_deck_flip_3,0.0,g_85_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '3', '7', 'J')_-5.0_2_3",take_discard_3,0.0,g_85_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '3', '7', 'J')_-5.0_2_3",draw_deck_2,0.0,g_85_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '3', '7', 'J')_-5.0_2_3",draw_deck_3,0.0,g_85_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '3', '7', 'J')_-5.0_2_3",draw_deck_flip_2,0.0,g_85_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '3', '7', 'J')_-5.0_2_3",draw_deck_flip_3,0.0,g_85_r_3: Q-learning agent took from discard and placed at position 3,{}
"('6', 'J')_-10.0_10_1",take_discard_1,0.0,g_86_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'J')_-10.0_10_1",take_discard_2,0.0,g_86_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'J')_-10.0_10_1",take_discard_3,0.0,g_86_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'J')_-10.0_10_1",draw_deck_0,0.0,g_86_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'J')_-10.0_10_1",draw_deck_1,0.0,g_86_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'J')_-10.0_10_1",draw_deck_2,0.0,g_86_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'J')_-10.0_10_1",draw_deck_3,0.0,g_86_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'J')_-10.0_10_1",draw_deck_flip_0,0.0,g_86_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'J')_-10.0_10_1",draw_deck_flip_1,0.0,g_86_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'J')_-10.0_10_1",draw_deck_flip_2,0.0,g_86_r_1: Q-learning agent took from discard and placed at position 1,{}
"('6', 'J')_-10.0_10_1",draw_deck_flip_3,0.0,g_86_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '6', 'J')_-10.5_K_2",take_discard_2,0.0,g_86_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', 'J')_-10.5_K_2",take_discard_3,0.0,g_86_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', 'J')_-10.5_K_2",draw_deck_1,0.0,g_86_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', 'J')_-10.5_K_2",draw_deck_2,0.0,g_86_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', 'J')_-10.5_K_2",draw_deck_3,0.0,g_86_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', 'J')_-10.5_K_2",draw_deck_flip_1,0.0,g_86_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', 'J')_-10.5_K_2",draw_deck_flip_2,0.0,g_86_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', 'J')_-10.5_K_2",draw_deck_flip_3,0.0,g_86_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '6', 'J', 'K')_9.0_10_3",take_discard_3,0.0,g_86_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '6', 'J', 'K')_9.0_10_3",draw_deck_2,0.0,g_86_r_3: Q-learning agent took from discard and placed at position 3,{}
